codigo_sis,ci,nombre_completo,sigla_materia,nombre_materia,grupo,gestion,email_docente
202400397,7000397,"Morales Clarac Juan Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400398,7000398,"Flores Alvarez Rodrigo Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400399,7000399,"Mamani Alvarez Fernando Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400400,7000400,"Mamani Quispe Ricardo Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400401,7000401,"Rojas Quispe Juan Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400402,7000402,"Chavez Lopez Juan Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400403,7000403,"Rodriguez Quispe Lucia Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400404,7000404,"Clarac Quispe Camila Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400405,7000405,"Quispe Lopez Maria Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400406,7000406,"Fernandez Fernandez Carlos Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400407,7000407,"Villarroel Torrico Miguel Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400408,7000408,"Fernandez Fernandez Diego Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400409,7000409,"Gutierrez Mamani Camila Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400410,7000410,"Mendoza Clarac Gabriela Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400411,7000411,"Rojas Rodriguez Sofia Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400412,7000412,"Quispe Flores Valeria Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400413,7000413,"Alvarez Quispe Paola Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400414,7000414,"Vargas Gutierrez Miguel Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400415,7000415,"Chavez Mamani Paola Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400416,7000416,"Perez Perez Miguel Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400417,7000417,"Romero Rojas Lucia Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400418,7000418,"Gomez Mamani Sofia Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400419,7000419,"Gutierrez Gomez Rodrigo Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400420,7000420,"Gutierrez Lopez Juan Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400421,7000421,"Perez Chavez Elena Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400422,7000422,"Vargas Vargas Ricardo Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400423,7000423,"Clarac Torrico Maria Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400424,7000424,"Gutierrez Gomez Pedro Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400425,7000425,"Mendoza Gomez Pedro Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400426,7000426,"Alvarez Rodriguez Elena Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400427,7000427,"Fernandez Mamani Lucia Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400428,7000428,"Clarac Rodriguez Lucia Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400429,7000429,"Vargas Villarroel Diego Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400430,7000430,"Perez Mendoza Sofia Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400431,7000431,"Lopez Gomez Rodrigo Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400432,7000432,"Vargas Alvarez Paola Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400433,7000433,"Lopez Mendoza Carlos Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400434,7000434,"Rodriguez Clarac Lucia Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400435,7000435,"Gutierrez Villarroel Jorge Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400436,7000436,"Romero Gomez Fernando Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400437,7000437,"Fernandez Gomez Miguel Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400438,7000438,"Rojas Morales Maria Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400439,7000439,"Chavez Perez Carlos Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400440,7000440,"Perez Rodriguez Ricardo Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400441,7000441,"Fernandez Alvarez Valeria Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400442,7000442,"Quispe Morales Diego Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400443,7000443,"Vargas Lopez Ana Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400444,7000444,"Lopez Alvarez Fernando Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400445,7000445,"Perez Flores Camila Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400446,7000446,"Chavez Torrico Daniela Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400447,7000447,"Clarac Fernandez Valeria Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400448,7000448,"Flores Vargas Ana Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400449,7000449,"Mamani Lopez Lucia Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400450,7000450,"Rodriguez Fernandez Daniela Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400451,7000451,"Flores Flores Paola Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400452,7000452,"Rodriguez Romero Sofia Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400453,7000453,"Lopez Rodriguez Camila Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400454,7000454,"Flores Flores Paola Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400455,7000455,"Flores Castillo Juan Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400456,7000456,"Chavez Mamani Rodrigo Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400457,7000457,"Villarroel Mendoza Valeria Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400458,7000458,"Rojas Clarac Diego Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400459,7000459,"Chavez Vargas Andres Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400460,7000460,"Clarac Villarroel Daniela Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400461,7000461,"Perez Alvarez Sofia Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400462,7000462,"Quispe Lopez Carlos Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400463,7000463,"Torrico Mamani Gabriela Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400464,7000464,"Chavez Vargas Daniela Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400465,7000465,"Fernandez Lopez Jorge Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400466,7000466,"Gomez Flores Camila Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400467,7000467,"Castillo Villarroel Elena Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400468,7000468,"Mendoza Quispe Ricardo Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400469,7000469,"Clarac Romero Jorge Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400470,7000470,"Mendoza Perez Diego Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400471,7000471,"Clarac Gomez Fernando Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400472,7000472,"Torrico Flores Andres Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400473,7000473,"Lopez Lopez Ana Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400474,7000474,"Gutierrez Gomez Carlos Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400475,7000475,"Gutierrez Gomez Diego Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400476,7000476,"Villarroel Gutierrez Carlos Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400477,7000477,"Romero Gomez Lucia Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400478,7000478,"Romero Torrico Rodrigo Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400479,7000479,"Mendoza Fernandez Ana Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400480,7000480,"Castillo Lopez Daniela Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400481,7000481,"Romero Chavez Paola Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400482,7000482,"Mendoza Mamani Miguel Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400483,7000483,"Gutierrez Romero Miguel Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400484,7000484,"Mendoza Villarroel Camila Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400485,7000485,"Morales Quispe Pedro Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400486,7000486,"Villarroel Lopez Carlos Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400487,7000487,"Perez Fernandez Fernando Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400488,7000488,"Gomez Gutierrez Sofia Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400489,7000489,"Flores Gutierrez Fernando Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400490,7000490,"Quispe Rodriguez Lucia Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400491,7000491,"Lopez Rodriguez Diego Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400492,7000492,"Rojas Fernandez Valeria Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400493,7000493,"Rodriguez Lopez Juan Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400494,7000494,"Romero Rojas Daniela Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400495,7000495,"Chavez Gomez Diego Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400496,7000496,"Fernandez Vargas Jorge Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400497,7000497,"Flores Gomez Andres Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400498,7000498,"Villarroel Clarac Daniela Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400499,7000499,"Lopez Mamani Lucia Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400500,7000500,"Castillo Romero Lucia Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
